Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Race/ethnicity,Cost burden
T9_est5,2018,125,35,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2018,140,43,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2018,15,25,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2018,1040,85,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2018,775,92,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2018,205,58,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2018,50,19,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2018,10,8,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2018,10,11,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2018,4,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2018,4,4,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2018,4,3,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2018,180,24,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2018,135,21,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2018,20,14,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2018,20,13,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2018,4,4,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2018,55,19,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2018,55,19,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2018,30,11,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2018,25,11,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2018,4,2,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2018,4,4,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2018,470,71,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,All,All
T9_est39,2018,215,42,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2018,125,36,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2018,35,20,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2018,45,25,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2018,10,13,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2018,220,62,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2018,125,46,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2018,10,13,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2018,80,45,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2018,4,3,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2018,4,6,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2018,4,6,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2018,15,14,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2018,10,10,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2018,4,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2018,4,15,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2018,4,15,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2018,10,16,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2018,10,16,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2018,0,17,2014thru2018,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2018,123010,632,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Total,Total: Occupied housing units,All,All
T9_est2,2018,92820,1032,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,All,All
T9_est3,2018,68010,904,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2018,56520,932,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2018,7385,618,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2018,3820,447,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2018,290,105,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2018,15945,606,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2018,12235,546,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2018,2425,355,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2018,1260,261,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2018,25,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2018,2890,307,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2018,2080,273,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2018,620,182,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2018,185,99,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2018,10,15,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2018,300,122,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2018,235,122,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2018,4,14,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2018,60,66,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2018,20,33,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2018,20,33,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2018,4160,344,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2018,3130,361,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2018,620,179,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2018,360,113,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2018,45,44,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2018,1490,245,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2018,1270,228,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2018,85,58,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2018,115,67,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2018,20,22,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2018,30190,1033,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,All,All
T9_est39,2018,14845,780,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2018,8900,621,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2018,3050,422,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2018,2755,365,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2018,145,88,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2018,10480,711,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2018,5520,567,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2018,2765,428,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2018,2110,308,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2018,85,61,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2018,1005,199,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2018,595,157,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2018,225,111,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2018,120,75,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2018,60,37,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2018,80,48,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2018,15,20,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2018,65,48,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2018,20,36,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2018,20,36,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2018,0,28,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2018,3090,323,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2018,1625,263,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2018,735,218,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2018,670,174,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2018,60,79,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2018,660,161,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2018,350,129,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2018,165,104,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2018,135,67,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2018,15,21,2014thru2018,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2018,8425,218,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Total,Total: Occupied housing units,All,All
T9_est2,2018,7155,282,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,All,All
T9_est3,2018,5880,232,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2018,4930,230,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2018,500,134,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2018,435,153,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2018,15,23,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2018,940,150,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2018,620,141,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2018,170,90,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2018,150,85,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2018,0,22,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2018,110,40,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2018,95,39,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2018,0,22,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2018,15,32,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2018,0,22,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2018,10,16,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2018,0,22,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2018,10,16,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2018,0,22,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2018,0,22,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2018,0,22,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2018,0,22,2014thru2018,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
